,Feature,num_feat_genes,num_feat_ids,GO,term,class,p,p_corr,n_genes,n_study,n_go,study_geneIDs
612,Cytoplasm_Correlation_Correlation_ConA_DAPI_Painting,317,287,GO:0042274,ribosomal small subunit biogenesis,biological_process,2.898288845832308e-16,3.460267053039193e-12,18,285,72,"{84128, 6210, 55813, 56902, 84135, 51077, 6218, 5822, 27340, 6223, 10607, 64434, 84946, 23160, 8602, 10171, 9790, 102724159}"
613,Cytoplasm_Correlation_Correlation_ConA_DAPI_Painting,317,287,GO:0000480,"endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",biological_process,4.39982605590614e-12,2.6264761640731707e-08,7,285,8,"{84128, 6210, 55813, 56902, 84135, 51077, 6218, 5822, 27340, 6223, 10607, 64434, 84946, 23160, 8602, 10171, 9790, 102724159}"
614,Cytoplasm_Correlation_Correlation_ConA_DAPI_Painting,317,287,GO:0032040,small-subunit processome,cellular_component,1.8504551404403587e-17,3.217941489225784e-14,19,285,74,"{84128, 6210, 55813, 56902, 84135, 51077, 6218, 5822, 27340, 6223, 10607, 64434, 84946, 23160, 8602, 10171, 9790, 102724159}"
615,Cytoplasm_Correlation_Correlation_ConA_DAPI_Painting,317,287,GO:0005730,nucleolus,cellular_component,2.0403047931432676e-10,1.7740450176380713e-07,43,285,1357,"{84128, 6210, 55813, 56902, 84135, 51077, 6218, 5822, 27340, 6223, 10607, 64434, 84946, 23160, 8602, 10171, 9790, 102724159}"
616,Cytoplasm_Correlation_Correlation_ConA_DAPI_Painting,317,287,GO:0005654,nucleoplasm,cellular_component,3.1572728517290045e-10,1.8301658297189132e-07,112,285,3887,"{84128, 6210, 55813, 56902, 84135, 51077, 6218, 5822, 27340, 6223, 10607, 64434, 84946, 23160, 8602, 10171, 9790, 102724159}"
617,Cytoplasm_Correlation_Correlation_ConA_Mito,134,125,GO:0042274,ribosomal small subunit biogenesis,biological_process,7.540552312786643e-15,9.002665406235974e-11,13,123,72,"{84128, 55226, 51077, 56902, 10171, 84946, 10199, 23160, 6202, 65083, 9277, 9790, 134430}"
618,Cytoplasm_Correlation_Correlation_ConA_Mito,134,125,GO:0032040,small-subunit processome,cellular_component,9.142692503994622e-15,1.5899142264446647e-11,13,123,74,"{84128, 55226, 51077, 56902, 10171, 84946, 10199, 23160, 6202, 65083, 9277, 9790, 134430}"
619,Cytoplasm_Correlation_Correlation_ConA_Mito,134,125,GO:0003723,RNA binding,molecular_function,5.602788476440437e-10,2.447858285356827e-06,33,123,1389,"{84128, 55226, 51077, 56902, 10171, 84946, 10199, 23160, 6202, 65083, 9277, 9790, 134430}"
620,Cytoplasm_Correlation_Correlation_ConA_WGA,124,116,GO:0042274,ribosomal small subunit biogenesis,biological_process,5.188780978040437e-20,6.194885609682478e-16,16,116,72,"{84128, 134430, 55226, 10436, 51077, 56902, 10171, 6223, 10607, 8602, 64434, 23160, 57050, 65083, 9790, 102724159}"
621,Cytoplasm_Correlation_Correlation_ConA_WGA,124,116,GO:0000480,"endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",biological_process,3.695101609656782e-12,2.2057909058846164e-08,6,116,8,"{84128, 134430, 55226, 10436, 51077, 56902, 10171, 6223, 10607, 8602, 64434, 23160, 57050, 65083, 9790, 102724159}"
622,Cytoplasm_Correlation_Correlation_ConA_WGA,124,116,GO:0006364,rRNA processing,biological_process,2.502209575303971e-11,9.957960039851369e-08,12,116,115,"{84128, 134430, 55226, 10436, 51077, 56902, 10171, 6223, 10607, 8602, 64434, 23160, 57050, 65083, 9790, 102724159}"
623,Cytoplasm_Correlation_Correlation_ConA_WGA,124,116,GO:0000462,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",biological_process,3.9923196767121197e-10,1.19160761550665e-06,7,116,27,"{84128, 134430, 55226, 10436, 51077, 56902, 10171, 6223, 10607, 8602, 64434, 23160, 57050, 65083, 9790, 102724159}"
624,Cytoplasm_Correlation_Correlation_ConA_WGA,124,116,GO:0032040,small-subunit processome,cellular_component,2.670236839613948e-23,4.6435418640886557e-20,18,116,74,"{84128, 134430, 55226, 10436, 51077, 56902, 10171, 6223, 10607, 8602, 64434, 23160, 57050, 65083, 9790, 102724159}"
625,Cytoplasm_Correlation_Correlation_ConA_WGA,124,116,GO:0005730,nucleolus,cellular_component,5.055805455192629e-19,4.3960228432899907e-16,36,116,1357,"{84128, 134430, 55226, 10436, 51077, 56902, 10171, 6223, 10607, 8602, 64434, 23160, 57050, 65083, 9790, 102724159}"
626,Cytoplasm_Correlation_Correlation_ConA_WGA,124,116,GO:0005654,nucleoplasm,cellular_component,5.081342800023952e-09,2.945485043080551e-06,55,116,3887,"{84128, 134430, 55226, 10436, 51077, 56902, 10171, 6223, 10607, 8602, 64434, 23160, 57050, 65083, 9790, 102724159}"
627,Cytoplasm_Correlation_Correlation_ConA_WGA,124,116,GO:0003723,RNA binding,molecular_function,4.1252202313274354e-19,1.8023087190669564e-15,44,116,1389,"{84128, 134430, 55226, 10436, 51077, 56902, 10171, 6223, 10607, 8602, 64434, 23160, 57050, 65083, 9790, 102724159}"
628,Cytoplasm_Correlation_Correlation_Cycle01_DAPI_WGA,69,59,GO:0030665,clathrin-coated vesicle membrane,cellular_component,6.661838608335818e-12,1.1584937339895989e-08,7,58,29,"{164, 526, 527, 528, 529, 533, 51382}"
629,Cytoplasm_Correlation_Correlation_Cycle01_DAPI_WGA,69,59,GO:0046961,"proton-transporting ATPase activity, rotational mechanism",molecular_function,1.299448101600015e-10,5.677288755890466e-07,6,58,24,"{164, 526, 527, 528, 529, 533, 51382}"
630,Cytoplasm_Correlation_Correlation_DAPI_Painting_Mito,405,352,GO:0005730,nucleolus,cellular_component,8.827440779784663e-11,1.535091951604553e-07,49,344,1357,"{1024, 4609, 9344, 25871, 84240, 5777, 10514, 10775, 84128, 5929, 23210, 5930, 5165, 8882, 64434, 8886, 6839, 6838, 26168, 10038, 57019, 10171, 5438, 29889, 8260, 2885, 84294, 6598, 56902, 1736, 57418, 51013, 6223, 29777, 56915, 2773, 65110, 56919, 9816, 10969, 6234, 5469, 11103, 144108, 7150, 10607, 23160, 8573, 55294}"
631,Cytoplasm_Correlation_Correlation_DAPI_Painting_WGA,299,270,GO:0097401,synaptic vesicle lumen acidification,biological_process,9.712918723367344e-13,1.1596253663828272e-08,9,267,16,"{523, 526, 9550, 528, 529, 9296, 51382, 51606, 537}"
632,Cytoplasm_Correlation_Correlation_DAPI_Painting_WGA,299,270,GO:0042274,ribosomal small subunit biogenesis,biological_process,1.054462879164404e-11,6.294616157171909e-08,14,267,72,"{523, 526, 9550, 528, 529, 9296, 51382, 51606, 537}"
633,Cytoplasm_Correlation_Correlation_DAPI_Painting_WGA,299,270,GO:0061795,Golgi lumen acidification,biological_process,4.0448110489532344e-11,1.6096999704484222e-07,7,267,10,"{523, 526, 9550, 528, 529, 9296, 51382, 51606, 537}"
634,Cytoplasm_Correlation_Correlation_DAPI_Painting_WGA,299,270,GO:0048388,endosomal lumen acidification,biological_process,5.539035285820312e-10,1.6532635569352178e-06,7,267,14,"{523, 526, 9550, 528, 529, 9296, 51382, 51606, 537}"
635,Cytoplasm_Correlation_Correlation_DAPI_Painting_WGA,299,270,GO:0051452,intracellular pH reduction,biological_process,1.0919422195900268e-09,2.489760925494596e-06,7,267,14,"{523, 526, 9550, 528, 529, 9296, 51382, 51606, 537}"
636,Cytoplasm_Correlation_Correlation_DAPI_Painting_WGA,299,270,GO:0016241,regulation of macroautophagy,biological_process,1.251240937512989e-09,2.489760925494596e-06,11,267,55,"{523, 526, 9550, 528, 529, 9296, 51382, 51606, 537}"
637,Cytoplasm_Correlation_Correlation_DAPI_Painting_WGA,299,270,GO:0007035,vacuolar acidification,biological_process,2.2714588143381084e-09,3.874135254911811e-06,8,267,23,"{523, 526, 9550, 528, 529, 9296, 51382, 51606, 537}"
638,Cytoplasm_Correlation_Correlation_DAPI_Painting_WGA,299,270,GO:1902495,transmembrane transporter complex,cellular_component,1.9812784722177414e-14,3.445443263186652e-11,9,267,13,"{523, 526, 9550, 528, 529, 9296, 51382, 51606, 537}"
639,Cytoplasm_Correlation_Correlation_DAPI_Painting_WGA,299,270,GO:0030665,clathrin-coated vesicle membrane,cellular_component,4.1329205205965284e-13,3.593574392658681e-10,11,267,29,"{523, 526, 9550, 528, 529, 9296, 51382, 51606, 537}"
640,Cytoplasm_Correlation_Correlation_DAPI_Painting_WGA,299,270,GO:0000221,"vacuolar proton-transporting V-type ATPase, V1 domain",cellular_component,9.107430623902087e-13,5.279273951655244e-10,8,267,11,"{523, 526, 9550, 528, 529, 9296, 51382, 51606, 537}"
641,Cytoplasm_Correlation_Correlation_DAPI_Painting_WGA,299,270,GO:0005654,nucleoplasm,cellular_component,2.8634497074399683e-12,1.2448847603095263e-09,112,267,3887,"{523, 526, 9550, 528, 529, 9296, 51382, 51606, 537}"
642,Cytoplasm_Correlation_Correlation_DAPI_Painting_WGA,299,270,GO:0005765,lysosomal membrane,cellular_component,3.831744727720288e-12,1.332680816301116e-09,27,267,352,"{523, 526, 9550, 528, 529, 9296, 51382, 51606, 537}"
643,Cytoplasm_Correlation_Correlation_DAPI_Painting_WGA,299,270,GO:0032040,small-subunit processome,cellular_component,1.2895153290887813e-11,3.737445262142318e-09,14,267,74,"{523, 526, 9550, 528, 529, 9296, 51382, 51606, 537}"
644,Cytoplasm_Correlation_Correlation_DAPI_Painting_WGA,299,270,GO:0033176,proton-transporting V-type ATPase complex,cellular_component,5.539035285820312e-10,1.376054623148789e-07,7,267,13,"{523, 526, 9550, 528, 529, 9296, 51382, 51606, 537}"
645,Cytoplasm_Correlation_Correlation_DAPI_Painting_WGA,299,270,GO:0046961,"proton-transporting ATPase activity, rotational mechanism",molecular_function,8.283911337098264e-13,3.619240863178232e-09,10,267,24,"{523, 526, 9550, 528, 529, 9296, 51382, 51606, 537}"
646,Cytoplasm_Correlation_Correlation_DAPI_Painting_WGA,299,270,GO:0005515,protein binding,molecular_function,4.774344527518239e-10,1.0429555620363593e-06,226,267,12647,"{523, 526, 9550, 528, 529, 9296, 51382, 51606, 537}"
647,Cytoplasm_Correlation_Correlation_Mito_WGA,59,56,GO:0006364,rRNA processing,biological_process,1.2162250427114363e-13,1.4520510784931838e-09,11,56,115,"{84128, 9188, 1736, 79050, 6218, 28987, 23223, 92856, 65083, 10556, 51575}"
648,Cytoplasm_Correlation_Correlation_Mito_WGA,59,56,GO:0042274,ribosomal small subunit biogenesis,biological_process,2.713785809812966e-12,1.6199944391678502e-08,9,56,72,"{84128, 9188, 1736, 79050, 6218, 28987, 23223, 92856, 65083, 10556, 51575}"
649,Cytoplasm_Correlation_Correlation_Mito_WGA,59,56,GO:0032040,small-subunit processome,cellular_component,5.798493102092159e-14,1.0083579504538264e-10,10,56,74,"{84128, 9188, 1736, 79050, 6218, 28987, 23223, 92856, 65083, 10556, 51575}"
650,Cytoplasm_Correlation_Correlation_Mito_WGA,59,56,GO:0005730,nucleolus,cellular_component,1.9156731517783377e-11,1.6656778054712648e-08,19,56,1357,"{84128, 9188, 1736, 79050, 6218, 28987, 23223, 92856, 65083, 10556, 51575}"
651,Cytoplasm_Correlation_Correlation_Mito_WGA,59,56,GO:0003723,RNA binding,molecular_function,2.3080640847953165e-13,1.0083931986470738e-09,25,56,1389,"{84128, 9188, 1736, 79050, 6218, 28987, 23223, 92856, 65083, 10556, 51575}"
652,Cytoplasm_Correlation_K_ConA_Mito,80,71,GO:0006488,dolichol-linked oligosaccharide biosynthetic process,biological_process,3.480175190467605e-11,4.154981159899274e-07,6,67,16,"{8813, 79087, 10195, 56052, 79796, 85365}"
653,Cytoplasm_Correlation_K_ConA_WGA,60,55,GO:0061795,Golgi lumen acidification,biological_process,1.0300692341427764e-10,1.229799658643061e-06,5,55,10,"{523, 527, 9296, 533, 51382}"
654,Cytoplasm_Correlation_K_ConA_WGA,60,55,GO:0048388,endosomal lumen acidification,biological_process,5.21939133734402e-10,3.115715658827513e-06,5,55,14,"{523, 527, 9296, 533, 51382}"
655,Cytoplasm_Correlation_K_ConA_WGA,60,55,GO:0051452,intracellular pH reduction,biological_process,8.097741621972062e-10,3.222631240824148e-06,5,55,14,"{523, 527, 9296, 533, 51382}"
656,Cytoplasm_Correlation_K_ConA_WGA,60,55,GO:0097401,synaptic vesicle lumen acidification,biological_process,1.7575172807477748e-09,4.196599762969536e-06,5,55,16,"{523, 527, 9296, 533, 51382}"
657,Cytoplasm_Correlation_K_ConA_WGA,60,55,GO:0006488,dolichol-linked oligosaccharide biosynthetic process,biological_process,1.7575172807477748e-09,4.196599762969536e-06,5,55,16,"{523, 527, 9296, 533, 51382}"
658,Cytoplasm_Correlation_K_ConA_WGA,60,55,GO:1902495,transmembrane transporter complex,cellular_component,1.1866054648217428e-12,2.0635069033250108e-09,6,55,13,"{523, 527, 9296, 533, 51382}"
659,Cytoplasm_Correlation_K_ConA_WGA,60,55,GO:0030665,clathrin-coated vesicle membrane,cellular_component,4.511820110422199e-12,3.923027586012102e-09,7,55,29,"{523, 527, 9296, 533, 51382}"
660,Cytoplasm_Correlation_K_ConA_WGA,60,55,GO:0000221,"vacuolar proton-transporting V-type ATPase, V1 domain",cellular_component,1.8835029536419925e-10,1.091803878794475e-07,5,55,11,"{523, 527, 9296, 533, 51382}"
661,Cytoplasm_Correlation_K_ConA_WGA,60,55,GO:0033176,proton-transporting V-type ATPase complex,cellular_component,5.21939133734402e-10,2.2691303839103127e-07,5,55,13,"{523, 527, 9296, 533, 51382}"
662,Cytoplasm_Correlation_K_ConA_WGA,60,55,GO:0046961,"proton-transporting ATPase activity, rotational mechanism",molecular_function,6.602816775778414e-13,2.884770649337589e-09,7,55,24,"{523, 527, 9296, 533, 51382}"
663,Cytoplasm_Correlation_K_Cycle01_DAPI_DAPI_Painting,120,101,GO:0042274,ribosomal small subunit biogenesis,biological_process,1.378344631616017e-11,1.6456056556863627e-07,10,96,72,"{91582, 10885, 51077, 10171, 6217, 27341, 84946, 65083, 6205, 5822}"
664,Cytoplasm_Correlation_K_Cycle01_DAPI_DAPI_Painting,120,101,GO:0032040,small-subunit processome,cellular_component,1.5927634100962998e-11,2.7698155701574653e-08,10,96,74,"{91582, 10885, 51077, 10171, 6217, 27341, 84946, 65083, 6205, 5822}"
665,Cytoplasm_Correlation_K_DAPI_Painting_ConA,37,35,GO:0006488,dolichol-linked oligosaccharide biosynthetic process,biological_process,1.5061381494783712e-15,1.7981783366622274e-11,7,35,16,"{1798, 8813, 79087, 10195, 79796, 85365, 9526}"
666,Cytoplasm_Correlation_K_DAPI_Painting_Cycle01_DAPI,263,222,GO:0042274,ribosomal small subunit biogenesis,biological_process,8.657656202702772e-20,1.033637574040684e-15,19,218,72,"{51077, 5394, 51602, 27292, 84128, 10528, 2091, 64434, 92856, 10171, 9277, 5822, 9790, 6208, 56902, 84946, 6229, 55127, 10199}"
667,Cytoplasm_Correlation_K_DAPI_Painting_Cycle01_DAPI,263,222,GO:0006364,rRNA processing,biological_process,9.744495515686349e-15,5.8169765980889664e-11,18,218,115,"{51077, 5394, 51602, 27292, 84128, 10528, 2091, 64434, 92856, 10171, 9277, 5822, 9790, 6208, 56902, 84946, 6229, 55127, 10199}"
668,Cytoplasm_Correlation_K_DAPI_Painting_Cycle01_DAPI,263,222,GO:0032040,small-subunit processome,cellular_component,3.917296375812662e-21,6.8121783975382185e-18,20,218,74,"{51077, 5394, 51602, 27292, 84128, 10528, 2091, 64434, 92856, 10171, 9277, 5822, 9790, 6208, 56902, 84946, 6229, 55127, 10199}"
669,Cytoplasm_Correlation_K_DAPI_Painting_Cycle01_DAPI,263,222,GO:0005730,nucleolus,cellular_component,1.8239576658414276e-14,1.5859311904491214e-11,43,218,1357,"{51077, 5394, 51602, 27292, 84128, 10528, 2091, 64434, 92856, 10171, 9277, 5822, 9790, 6208, 56902, 84946, 6229, 55127, 10199}"
670,Cytoplasm_Correlation_K_DAPI_Painting_Cycle01_DAPI,263,222,GO:0005654,nucleoplasm,cellular_component,7.06730817482637e-09,4.096682972007686e-06,88,218,3887,"{51077, 5394, 51602, 27292, 84128, 10528, 2091, 64434, 92856, 10171, 9277, 5822, 9790, 6208, 56902, 84946, 6229, 55127, 10199}"
671,Cytoplasm_Correlation_K_DAPI_Painting_Cycle01_DAPI,263,222,GO:0003723,RNA binding,molecular_function,1.0823118152757336e-15,4.72862032093968e-12,57,218,1389,"{51077, 5394, 51602, 27292, 84128, 10528, 2091, 64434, 92856, 10171, 9277, 5822, 9790, 6208, 56902, 84946, 6229, 55127, 10199}"
672,Cytoplasm_Correlation_K_DAPI_Painting_Mito,81,69,GO:0032040,small-subunit processome,cellular_component,8.044862572133779e-10,1.399001601294064e-06,8,69,74,"{6210, 55813, 51077, 84135, 79050, 23160, 10171, 25983}"
673,Cytoplasm_Correlation_K_DAPI_Painting_Mito,81,69,GO:0003723,RNA binding,molecular_function,6.079248158177096e-11,2.656023520307573e-07,25,69,1389,"{6210, 55813, 51077, 84135, 79050, 23160, 10171, 25983}"
674,Cytoplasm_Correlation_K_DAPI_Painting_Phalloidin,216,198,GO:0032543,mitochondrial translation,biological_process,3.2339067751453096e-18,3.8609612988459854e-14,19,197,94,"{63875, 10884, 55052, 64928, 29088, 54948, 6182, 51116, 51258, 54460, 23107, 65993, 122704, 64978, 64979, 11222, 118487, 84311, 79590}"
675,Cytoplasm_Correlation_K_DAPI_Painting_Phalloidin,216,198,GO:0005739,mitochondrion,cellular_component,1.3129266295662853e-22,2.28317940881577e-19,62,197,1367,"{63875, 10884, 55052, 64928, 29088, 54948, 6182, 51116, 51258, 54460, 23107, 65993, 122704, 64978, 64979, 11222, 118487, 84311, 79590}"
676,Cytoplasm_Correlation_K_DAPI_Painting_Phalloidin,216,198,GO:0005743,mitochondrial inner membrane,cellular_component,3.913940012211311e-15,2.7461813280388167e-12,30,197,454,"{63875, 10884, 55052, 64928, 29088, 54948, 6182, 51116, 51258, 54460, 23107, 65993, 122704, 64978, 64979, 11222, 118487, 84311, 79590}"
677,Cytoplasm_Correlation_K_DAPI_Painting_Phalloidin,216,198,GO:0005762,mitochondrial large ribosomal subunit,cellular_component,4.737518104724813e-15,2.7461813280388167e-12,14,197,56,"{63875, 10884, 55052, 64928, 29088, 54948, 6182, 51116, 51258, 54460, 23107, 65993, 122704, 64978, 64979, 11222, 118487, 84311, 79590}"
678,Cytoplasm_Correlation_K_DAPI_Painting_Phalloidin,216,198,GO:0005759,mitochondrial matrix,cellular_component,1.6865265714421012e-12,7.332174269344535e-10,25,197,381,"{63875, 10884, 55052, 64928, 29088, 54948, 6182, 51116, 51258, 54460, 23107, 65993, 122704, 64978, 64979, 11222, 118487, 84311, 79590}"
679,Cytoplasm_Correlation_K_DAPI_Painting_Phalloidin,216,198,GO:0005747,mitochondrial respiratory chain complex I,cellular_component,3.7158765427134673e-10,1.2923818615557438e-07,10,197,49,"{63875, 10884, 55052, 64928, 29088, 54948, 6182, 51116, 51258, 54460, 23107, 65993, 122704, 64978, 64979, 11222, 118487, 84311, 79590}"
680,Cytoplasm_Correlation_K_DAPI_Painting_Phalloidin,216,198,GO:0003735,structural constituent of ribosome,molecular_function,7.015077827320224e-15,3.0648875027562054e-11,20,197,178,"{63875, 10884, 55052, 64928, 29088, 54948, 6182, 51116, 51258, 54460, 23107, 65993, 122704, 64978, 64979, 11222, 118487, 84311, 79590}"
681,Cytoplasm_Correlation_K_DAPI_Painting_Phalloidin,216,198,GO:0003723,RNA binding,molecular_function,8.649489579404492e-13,1.889480998620911e-09,49,197,1389,"{63875, 10884, 55052, 64928, 29088, 54948, 6182, 51116, 51258, 54460, 23107, 65993, 122704, 64978, 64979, 11222, 118487, 84311, 79590}"
682,Cytoplasm_Correlation_K_Mito_ConA,111,94,GO:0006488,dolichol-linked oligosaccharide biosynthetic process,biological_process,2.1443472762816923e-10,2.5601362131527127e-06,6,90,16,"{8813, 79087, 10195, 79796, 85365, 56052}"
683,Cytoplasm_Correlation_K_Mito_WGA,128,120,GO:0030665,clathrin-coated vesicle membrane,cellular_component,1.0894600502546702e-09,1.2876910206838967e-06,7,118,29,"{526, 527, 528, 529, 533, 51382, 537}"
684,Cytoplasm_Correlation_K_Mito_WGA,128,120,GO:0005765,lysosomal membrane,cellular_component,1.4809557454673914e-09,1.2876910206838967e-06,16,118,352,"{526, 527, 528, 529, 533, 51382, 537}"
685,Cytoplasm_Correlation_K_Mito_WGA,128,120,GO:0017119,Golgi transport complex,cellular_component,2.562897419272739e-09,1.4856262040384311e-06,5,118,9,"{526, 527, 528, 529, 533, 51382, 537}"
686,Cytoplasm_Correlation_K_Mito_WGA,128,120,GO:0000221,"vacuolar proton-transporting V-type ATPase, V1 domain",cellular_component,9.286166716282953e-09,4.037160979904014e-06,5,118,11,"{526, 527, 528, 529, 533, 51382, 537}"
687,Cytoplasm_Correlation_K_Mito_WGA,128,120,GO:1902495,transmembrane transporter complex,cellular_component,1.582475705189532e-08,5.503850502649192e-06,5,118,13,"{526, 527, 528, 529, 533, 51382, 537}"
688,Cytoplasm_Correlation_K_Mito_WGA,128,120,GO:0046961,"proton-transporting ATPase activity, rotational mechanism",molecular_function,1.6280463022837014e-10,7.112934294677491e-07,7,118,24,"{526, 527, 528, 529, 533, 51382, 537}"
689,Cytoplasm_Correlation_K_WGA_ConA,48,45,GO:0016241,regulation of macroautophagy,biological_process,1.4456485642897613e-10,1.725959820905546e-06,7,45,55,"{523, 9550, 527, 528, 529, 533, 51382}"
690,Cytoplasm_Correlation_K_WGA_ConA,48,45,GO:0097401,synaptic vesicle lumen acidification,biological_process,6.208316338826111e-10,2.470702958974831e-06,5,45,16,"{523, 9550, 527, 528, 529, 533, 51382}"
691,Cytoplasm_Correlation_K_WGA_ConA,48,45,GO:0006488,dolichol-linked oligosaccharide biosynthetic process,biological_process,6.208316338826111e-10,2.470702958974831e-06,5,45,16,"{523, 9550, 527, 528, 529, 533, 51382}"
692,Cytoplasm_Correlation_K_WGA_ConA,48,45,GO:1902495,transmembrane transporter complex,cellular_component,3.344782351080733e-13,5.816576508529394e-10,6,45,13,"{523, 9550, 527, 528, 529, 533, 51382}"
693,Cytoplasm_Correlation_K_WGA_ConA,48,45,GO:0000221,"vacuolar proton-transporting V-type ATPase, V1 domain",cellular_component,6.63587843557264e-11,5.7698962997304103e-08,5,45,11,"{523, 9550, 527, 528, 529, 533, 51382}"
694,Cytoplasm_Correlation_K_WGA_ConA,48,45,GO:0030665,clathrin-coated vesicle membrane,cellular_component,1.3185094510231008e-10,7.642959784430575e-08,6,45,29,"{523, 9550, 527, 528, 529, 533, 51382}"
695,Cytoplasm_Correlation_K_WGA_ConA,48,45,GO:0017119,Golgi transport complex,cellular_component,7.022011050542484e-09,3.052819304223345e-06,4,45,9,"{523, 9550, 527, 528, 529, 533, 51382}"
696,Cytoplasm_Correlation_K_WGA_ConA,48,45,GO:0005765,lysosomal membrane,cellular_component,1.414217644743485e-08,4.91864896841784e-06,10,45,352,"{523, 9550, 527, 528, 529, 533, 51382}"
697,Cytoplasm_Correlation_K_WGA_ConA,48,45,GO:0046961,"proton-transporting ATPase activity, rotational mechanism",molecular_function,1.4888424180782384e-13,6.504752524583824e-10,7,45,24,"{523, 9550, 527, 528, 529, 533, 51382}"
698,Cytoplasm_Correlation_K_WGA_Cycle01_DAPI,176,151,GO:0046961,"proton-transporting ATPase activity, rotational mechanism",molecular_function,8.048038590732668e-10,3.516188060291103e-06,7,148,24,"{526, 527, 528, 529, 9550, 533, 51382}"
699,Cytoplasm_Correlation_K_WGA_DAPI_Painting,157,125,GO:0046961,"proton-transporting ATPase activity, rotational mechanism",molecular_function,2.1841510923300488e-10,9.542556122389984e-07,7,123,24,"{526, 527, 528, 529, 9550, 533, 51382}"
700,Cytoplasm_Correlation_K_WGA_Mito,124,118,GO:0030665,clathrin-coated vesicle membrane,cellular_component,8.542291462611952e-10,1.4855044853482185e-06,7,114,29,"{526, 527, 528, 529, 533, 51382, 537}"
701,Cytoplasm_Correlation_K_WGA_Mito,124,118,GO:0046961,"proton-transporting ATPase activity, rotational mechanism",molecular_function,1.2748322772820588e-10,5.569742219445315e-07,7,114,24,"{526, 527, 528, 529, 533, 51382, 537}"
702,Cytoplasm_Correlation_K_WGA_Phalloidin,64,59,GO:0006099,tricarboxylic acid cycle,biological_process,1.662325156195128e-11,1.9846500039813635e-07,7,59,33,"{8802, 3658, 1743, 6389, 6390, 1431, 4191}"
703,Cytoplasm_Correlation_K_WGA_Phalloidin,64,59,GO:0005739,mitochondrion,cellular_component,1.6515109620775637e-10,2.8719775630528835e-07,22,59,1367,"{8802, 3658, 1743, 6389, 6390, 1431, 4191}"
704,Cytoplasm_Correlation_K_WGA_Phalloidin,64,59,GO:0005759,mitochondrial matrix,cellular_component,3.910253779071695e-10,3.399965660902839e-07,13,59,381,"{8802, 3658, 1743, 6389, 6390, 1431, 4191}"
705,Cytoplasm_Correlation_Overlap_Cycle01_DAPI_WGA,82,70,GO:0016241,regulation of macroautophagy,biological_process,8.376242368270195e-11,1.0000395763477788e-06,8,70,55,"{5289, 526, 527, 528, 529, 9550, 533, 51382}"
706,Cytoplasm_Correlation_Overlap_Cycle01_DAPI_WGA,82,70,GO:0030665,clathrin-coated vesicle membrane,cellular_component,2.619297608650592e-11,4.5549585414433797e-08,7,70,29,"{5289, 526, 527, 528, 529, 9550, 533, 51382}"
707,Cytoplasm_Correlation_Overlap_Cycle01_DAPI_WGA,82,70,GO:0000221,"vacuolar proton-transporting V-type ATPase, V1 domain",cellular_component,6.521948238919506e-10,5.670833993740511e-07,5,70,11,"{5289, 526, 527, 528, 529, 9550, 533, 51382}"
708,Cytoplasm_Correlation_Overlap_Cycle01_DAPI_WGA,82,70,GO:1902495,transmembrane transporter complex,cellular_component,1.1142334547599532e-09,6.458839926091862e-07,5,70,13,"{5289, 526, 527, 528, 529, 9550, 533, 51382}"
709,Cytoplasm_Correlation_Overlap_Cycle01_DAPI_WGA,82,70,GO:0046961,"proton-transporting ATPase activity, rotational mechanism",molecular_function,3.8523214157297625e-12,1.6830792265323333e-08,7,70,24,"{5289, 526, 527, 528, 529, 9550, 533, 51382}"
710,Cytoplasm_Granularity_1_DAPI_Painting,357,316,GO:0006364,rRNA processing,biological_process,4.4536311275510034e-10,5.317190203183144e-06,16,312,115,"{10528, 84128, 51202, 10248, 22984, 23223, 79050, 1736, 9775, 5393, 51575, 65083, 54555, 10556, 10813, 79039}"
711,Cytoplasm_Granularity_1_DAPI_Painting,357,316,GO:0005654,nucleoplasm,cellular_component,1.3407268417851321e-17,2.3315239778643447e-14,139,312,3887,"{10528, 84128, 51202, 10248, 22984, 23223, 79050, 1736, 9775, 5393, 51575, 65083, 54555, 10556, 10813, 79039}"
712,Cytoplasm_Granularity_1_DAPI_Painting,357,316,GO:0005730,nucleolus,cellular_component,1.1311597821961237e-09,7.385302307983539e-07,44,312,1357,"{10528, 84128, 51202, 10248, 22984, 23223, 79050, 1736, 9775, 5393, 51575, 65083, 54555, 10556, 10813, 79039}"
713,Cytoplasm_Granularity_1_DAPI_Painting,357,316,GO:0032040,small-subunit processome,cellular_component,1.2740602026423587e-09,7.385302307983539e-07,13,312,74,"{10528, 84128, 51202, 10248, 22984, 23223, 79050, 1736, 9775, 5393, 51575, 65083, 54555, 10556, 10813, 79039}"
714,Cytoplasm_Granularity_1_Mito,189,170,GO:0042274,ribosomal small subunit biogenesis,biological_process,1.0619341572434506e-11,1.2678431903329557e-07,12,169,72,"{84128, 55781, 56902, 5822, 10607, 83732, 6230, 92856, 6202, 10171, 9277, 9790}"
