,Feature,num_feat_genes,num_feat_ids,GO,term,class,p,p_corr,n_genes,n_study,n_go,study_geneIDs
151,Cells_Texture_Contrast_DAPI_Painting_5_02_256,391,355,GO:0005654,nucleoplasm,cellular_component,1.190177517365481e-37,2.0697187026985714e-34,189,349,3887,"{55813, 10885, 51602, 83732, 27292, 134430, 84128, 10528, 84135, 88745, 2091, 57647, 64434, 92856, 102724159, 6209, 56902, 27341, 51406, 6223, 84946, 6230, 10199, 6234, 57050, 11103, 55781, 55272, 10607, 23160}"
152,Cells_Texture_Contrast_DAPI_Painting_5_02_256,391,355,GO:0032040,small-subunit processome,cellular_component,3.412029699283369e-25,2.966759823526889e-22,26,349,74,"{55813, 10885, 51602, 83732, 27292, 134430, 84128, 10528, 84135, 88745, 2091, 57647, 64434, 92856, 102724159, 6209, 56902, 27341, 51406, 6223, 84946, 6230, 10199, 6234, 57050, 11103, 55781, 55272, 10607, 23160}"
153,Cells_Texture_Contrast_DAPI_Painting_5_02_256,391,355,GO:0005730,nucleolus,cellular_component,1.3649065006844342e-18,7.911908015634104e-16,63,349,1357,"{55813, 10885, 51602, 83732, 27292, 134430, 84128, 10528, 84135, 88745, 2091, 57647, 64434, 92856, 102724159, 6209, 56902, 27341, 51406, 6223, 84946, 6230, 10199, 6234, 57050, 11103, 55781, 55272, 10607, 23160}"
154,Cells_Texture_Contrast_DAPI_Painting_5_02_256,391,355,GO:0005634,nucleus,cellular_component,2.22170864140807e-13,9.658878318521585e-11,171,349,5616,"{55813, 10885, 51602, 83732, 27292, 134430, 84128, 10528, 84135, 88745, 2091, 57647, 64434, 92856, 102724159, 6209, 56902, 27341, 51406, 6223, 84946, 6230, 10199, 6234, 57050, 11103, 55781, 55272, 10607, 23160}"
155,Cells_Texture_Contrast_DAPI_Painting_5_02_256,391,355,GO:0003723,RNA binding,molecular_function,8.266723245585735e-22,3.611731385996407e-18,87,349,1389,"{55813, 10885, 51602, 83732, 27292, 134430, 84128, 10528, 84135, 88745, 2091, 57647, 64434, 92856, 102724159, 6209, 56902, 27341, 51406, 6223, 84946, 6230, 10199, 6234, 57050, 11103, 55781, 55272, 10607, 23160}"
156,Cells_Texture_Contrast_DAPI_Painting_5_02_256,391,355,GO:0003677,DNA binding,molecular_function,9.50264903645461e-10,2.0758536820135096e-06,49,349,1032,"{55813, 10885, 51602, 83732, 27292, 134430, 84128, 10528, 84135, 88745, 2091, 57647, 64434, 92856, 102724159, 6209, 56902, 27341, 51406, 6223, 84946, 6230, 10199, 6234, 57050, 11103, 55781, 55272, 10607, 23160}"
157,Cells_Texture_Contrast_DAPI_Painting_5_03_256,456,403,GO:0042274,ribosomal small subunit biogenesis,biological_process,6.312704708731495e-36,7.536738151754532e-32,34,395,72,"{55813, 10885, 51602, 83732, 8602, 27292, 134430, 84128, 10528, 88745, 2091, 57647, 64434, 92856, 6201, 6202, 65083, 9790, 102724159, 5822, 6209, 56902, 6218, 27340, 6230, 55127, 10199, 57050, 11103, 55781, 55272, 10607, 23160, 25983}"
158,Cells_Texture_Contrast_DAPI_Painting_5_03_256,456,403,GO:0006364,rRNA processing,biological_process,3.5869647271780973e-28,2.1412385938889653e-24,34,395,115,"{55813, 10885, 51602, 83732, 8602, 27292, 134430, 84128, 10528, 88745, 2091, 57647, 64434, 92856, 6201, 6202, 65083, 9790, 102724159, 5822, 6209, 56902, 6218, 27340, 6230, 55127, 10199, 57050, 11103, 55781, 55272, 10607, 23160, 25983}"
159,Cells_Texture_Contrast_DAPI_Painting_5_03_256,456,403,GO:0000462,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",biological_process,4.56870278420822e-15,1.8181914180220647e-11,13,395,27,"{55813, 10885, 51602, 83732, 8602, 27292, 134430, 84128, 10528, 88745, 2091, 57647, 64434, 92856, 6201, 6202, 65083, 9790, 102724159, 5822, 6209, 56902, 6218, 27340, 6230, 55127, 10199, 57050, 11103, 55781, 55272, 10607, 23160, 25983}"
160,Cells_Texture_Contrast_DAPI_Painting_5_03_256,456,403,GO:0006281,DNA repair,biological_process,1.6167743802511166e-10,4.82566733145452e-07,26,395,245,"{55813, 10885, 51602, 83732, 8602, 27292, 134430, 84128, 10528, 88745, 2091, 57647, 64434, 92856, 6201, 6202, 65083, 9790, 102724159, 5822, 6209, 56902, 6218, 27340, 6230, 55127, 10199, 57050, 11103, 55781, 55272, 10607, 23160, 25983}"
161,Cells_Texture_Contrast_DAPI_Painting_5_03_256,456,403,GO:0005654,nucleoplasm,cellular_component,2.8582600080494635e-34,4.970514153998017e-31,200,395,3887,"{55813, 10885, 51602, 83732, 8602, 27292, 134430, 84128, 10528, 88745, 2091, 57647, 64434, 92856, 6201, 6202, 65083, 9790, 102724159, 5822, 6209, 56902, 6218, 27340, 6230, 55127, 10199, 57050, 11103, 55781, 55272, 10607, 23160, 25983}"
162,Cells_Texture_Contrast_DAPI_Painting_5_03_256,456,403,GO:0032040,small-subunit processome,cellular_component,5.079300159514279e-31,4.416451488697665e-28,31,395,74,"{55813, 10885, 51602, 83732, 8602, 27292, 134430, 84128, 10528, 88745, 2091, 57647, 64434, 92856, 6201, 6202, 65083, 9790, 102724159, 5822, 6209, 56902, 6218, 27340, 6230, 55127, 10199, 57050, 11103, 55781, 55272, 10607, 23160, 25983}"
163,Cells_Texture_Contrast_DAPI_Painting_5_03_256,456,403,GO:0005730,nucleolus,cellular_component,1.9833109723415083e-30,1.1496592603006277e-27,85,395,1357,"{55813, 10885, 51602, 83732, 8602, 27292, 134430, 84128, 10528, 88745, 2091, 57647, 64434, 92856, 6201, 6202, 65083, 9790, 102724159, 5822, 6209, 56902, 6218, 27340, 6230, 55127, 10199, 57050, 11103, 55781, 55272, 10607, 23160, 25983}"
164,Cells_Texture_Contrast_DAPI_Painting_5_03_256,456,403,GO:0005634,nucleus,cellular_component,9.231491716860676e-15,4.013391023905179e-12,193,395,5616,"{55813, 10885, 51602, 83732, 8602, 27292, 134430, 84128, 10528, 88745, 2091, 57647, 64434, 92856, 6201, 6202, 65083, 9790, 102724159, 5822, 6209, 56902, 6218, 27340, 6230, 55127, 10199, 57050, 11103, 55781, 55272, 10607, 23160, 25983}"
165,Cells_Texture_Contrast_DAPI_Painting_5_03_256,456,403,GO:0030686,90S preribosome,cellular_component,1.6955556258035933e-09,5.897142466544897e-07,7,395,12,"{55813, 10885, 51602, 83732, 8602, 27292, 134430, 84128, 10528, 88745, 2091, 57647, 64434, 92856, 6201, 6202, 65083, 9790, 102724159, 5822, 6209, 56902, 6218, 27340, 6230, 55127, 10199, 57050, 11103, 55781, 55272, 10607, 23160, 25983}"
166,Cells_Texture_Contrast_DAPI_Painting_5_03_256,456,403,GO:0005694,chromosome,cellular_component,7.092031614164305e-09,1.78071954796715e-06,21,395,208,"{55813, 10885, 51602, 83732, 8602, 27292, 134430, 84128, 10528, 88745, 2091, 57647, 64434, 92856, 6201, 6202, 65083, 9790, 102724159, 5822, 6209, 56902, 6218, 27340, 6230, 55127, 10199, 57050, 11103, 55781, 55272, 10607, 23160, 25983}"
167,Cells_Texture_Contrast_DAPI_Painting_5_03_256,456,403,GO:0070847,core mediator complex,cellular_component,7.16793377560095e-09,1.78071954796715e-06,9,395,26,"{55813, 10885, 51602, 83732, 8602, 27292, 134430, 84128, 10528, 88745, 2091, 57647, 64434, 92856, 6201, 6202, 65083, 9790, 102724159, 5822, 6209, 56902, 6218, 27340, 6230, 55127, 10199, 57050, 11103, 55781, 55272, 10607, 23160, 25983}"
168,Cells_Texture_Contrast_DAPI_Painting_5_03_256,456,403,GO:0003723,RNA binding,molecular_function,2.895345592327554e-29,1.2649764892879083e-25,106,395,1389,"{55813, 10885, 51602, 83732, 8602, 27292, 134430, 84128, 10528, 88745, 2091, 57647, 64434, 92856, 6201, 6202, 65083, 9790, 102724159, 5822, 6209, 56902, 6218, 27340, 6230, 55127, 10199, 57050, 11103, 55781, 55272, 10607, 23160, 25983}"
169,Cells_Texture_Contrast_DAPI_Painting_5_03_256,456,403,GO:0005515,protein binding,molecular_function,2.1008079940528705e-09,4.589215063008496e-06,321,395,12647,"{55813, 10885, 51602, 83732, 8602, 27292, 134430, 84128, 10528, 88745, 2091, 57647, 64434, 92856, 6201, 6202, 65083, 9790, 102724159, 5822, 6209, 56902, 6218, 27340, 6230, 55127, 10199, 57050, 11103, 55781, 55272, 10607, 23160, 25983}"
170,Cells_Texture_Contrast_Mito_10_01_256,158,143,GO:0042274,ribosomal small subunit biogenesis,biological_process,4.7236961193222756e-17,5.639620796858865e-13,15,141,72,"{84128, 134430, 10885, 51077, 92856, 57647, 10607, 84946, 6228, 10199, 23160, 57050, 65083, 5822, 102724159}"
171,Cells_Texture_Contrast_Mito_10_01_256,158,143,GO:0006364,rRNA processing,biological_process,8.760740804952039e-13,5.22972422351612e-09,14,141,115,"{84128, 134430, 10885, 51077, 92856, 57647, 10607, 84946, 6228, 10199, 23160, 57050, 65083, 5822, 102724159}"
172,Cells_Texture_Contrast_Mito_10_01_256,158,143,GO:0032040,small-subunit processome,cellular_component,1.8959894576889085e-15,3.297125666921012e-12,14,141,74,"{84128, 134430, 10885, 51077, 92856, 57647, 10607, 84946, 6228, 10199, 23160, 57050, 65083, 5822, 102724159}"
173,Cells_Texture_Contrast_Mito_10_01_256,158,143,GO:0003723,RNA binding,molecular_function,1.0281559553532017e-10,4.492013368938138e-07,37,141,1389,"{84128, 134430, 10885, 51077, 92856, 57647, 10607, 84946, 6228, 10199, 23160, 57050, 65083, 5822, 102724159}"
174,Cells_Texture_Contrast_Mito_10_03_256,77,73,GO:0042274,ribosomal small subunit biogenesis,biological_process,1.4263941175118551e-31,1.702971936897404e-27,20,72,72,"{55813, 51077, 10885, 51096, 8602, 134430, 84135, 57647, 92856, 65083, 5822, 102724159, 6208, 6228, 10199, 6234, 57050, 55781, 10607, 23160}"
175,Cells_Texture_Contrast_Mito_10_03_256,77,73,GO:0006364,rRNA processing,biological_process,5.3610774120819895e-17,3.200295161142344e-13,14,72,115,"{55813, 51077, 10885, 51096, 8602, 134430, 84135, 57647, 92856, 65083, 5822, 102724159, 6208, 6228, 10199, 6234, 57050, 55781, 10607, 23160}"
176,Cells_Texture_Contrast_Mito_10_03_256,77,73,GO:0000462,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",biological_process,9.320900647632807e-16,3.709407761069602e-12,9,72,27,"{55813, 51077, 10885, 51096, 8602, 134430, 84135, 57647, 92856, 65083, 5822, 102724159, 6208, 6228, 10199, 6234, 57050, 55781, 10607, 23160}"
177,Cells_Texture_Contrast_Mito_10_03_256,77,73,GO:0030490,maturation of SSU-rRNA,biological_process,1.4114579139643077e-12,4.212849008704968e-09,7,72,19,"{55813, 51077, 10885, 51096, 8602, 134430, 84135, 57647, 92856, 65083, 5822, 102724159, 6208, 6228, 10199, 6234, 57050, 55781, 10607, 23160}"
178,Cells_Texture_Contrast_Mito_10_03_256,77,73,GO:0032040,small-subunit processome,cellular_component,1.9688218839629965e-31,3.423781256211651e-28,20,72,74,"{55813, 51077, 10885, 51096, 8602, 134430, 84135, 57647, 92856, 65083, 5822, 102724159, 6208, 6228, 10199, 6234, 57050, 55781, 10607, 23160}"
179,Cells_Texture_Contrast_Mito_10_03_256,77,73,GO:0005730,nucleolus,cellular_component,4.78012075781091e-18,4.156314998916586e-15,28,72,1357,"{55813, 51077, 10885, 51096, 8602, 134430, 84135, 57647, 92856, 65083, 5822, 102724159, 6208, 6228, 10199, 6234, 57050, 55781, 10607, 23160}"
180,Cells_Texture_Contrast_Mito_10_03_256,77,73,GO:0034388,Pwp2p-containing subcomplex of 90S preribosome,cellular_component,7.0321079411828285e-15,4.076278569905647e-12,6,72,6,"{55813, 51077, 10885, 51096, 8602, 134430, 84135, 57647, 92856, 65083, 5822, 102724159, 6208, 6228, 10199, 6234, 57050, 55781, 10607, 23160}"
181,Cells_Texture_Contrast_Mito_10_03_256,77,73,GO:0005654,nucleoplasm,cellular_component,3.207757092201288e-12,1.39457239583451e-09,44,72,3887,"{55813, 51077, 10885, 51096, 8602, 134430, 84135, 57647, 92856, 65083, 5822, 102724159, 6208, 6228, 10199, 6234, 57050, 55781, 10607, 23160}"
182,Cells_Texture_Contrast_Mito_10_03_256,77,73,GO:0003723,RNA binding,molecular_function,6.746257931413514e-23,2.9474400902345644e-19,38,72,1389,"{55813, 51077, 10885, 51096, 8602, 134430, 84135, 57647, 92856, 65083, 5822, 102724159, 6208, 6228, 10199, 6234, 57050, 55781, 10607, 23160}"
183,Cells_Texture_Contrast_Mito_20_00_256,58,52,GO:0042274,ribosomal small subunit biogenesis,biological_process,5.084700494754201e-22,6.070623920687041e-18,14,52,72,"{84128, 51077, 10885, 2091, 23160, 57647, 83732, 6228, 92856, 57050, 65083, 128061, 5822, 102724159}"
184,Cells_Texture_Contrast_Mito_20_00_256,58,52,GO:0032040,small-subunit processome,cellular_component,6.048000258129095e-20,1.0517472448886495e-16,13,52,74,"{84128, 51077, 10885, 2091, 23160, 57647, 83732, 6228, 92856, 57050, 65083, 128061, 5822, 102724159}"
185,Cells_Texture_Contrast_Mito_20_00_256,58,52,GO:0003723,RNA binding,molecular_function,2.3701875061196766e-11,1.0355349214236867e-07,22,52,1389,"{84128, 51077, 10885, 2091, 23160, 57647, 83732, 6228, 92856, 57050, 65083, 128061, 5822, 102724159}"
186,Cells_Texture_Contrast_Mito_20_02_256,46,43,GO:0042274,ribosomal small subunit biogenesis,biological_process,3.268682599251519e-17,3.9024801552463886e-13,11,43,72,"{51077, 10885, 55781, 5822, 23160, 57647, 92856, 57050, 65083, 134430, 102724159}"
187,Cells_Texture_Contrast_Mito_20_02_256,46,43,GO:0006364,rRNA processing,biological_process,1.2226248936237693e-11,7.29845930248709e-08,9,43,115,"{51077, 10885, 55781, 5822, 23160, 57647, 92856, 57050, 65083, 134430, 102724159}"
188,Cells_Texture_Contrast_Mito_20_02_256,46,43,GO:0032040,small-subunit processome,cellular_component,3.270327401642241e-15,5.687099351455857e-12,10,43,74,"{51077, 10885, 55781, 5822, 23160, 57647, 92856, 57050, 65083, 134430, 102724159}"
189,Cells_Texture_Contrast_Mito_20_02_256,46,43,GO:0034388,Pwp2p-containing subcomplex of 90S preribosome,cellular_component,6.968568506847569e-10,6.059170316703961e-07,4,43,6,"{51077, 10885, 55781, 5822, 23160, 57647, 92856, 57050, 65083, 134430, 102724159}"
190,Cells_Texture_Contrast_Mito_20_02_256,46,43,GO:0003723,RNA binding,molecular_function,2.2891889969693272e-11,1.0001466727758991e-07,20,43,1389,"{51077, 10885, 55781, 5822, 23160, 57647, 92856, 57050, 65083, 134430, 102724159}"
191,Cells_Texture_Contrast_Phalloidin_20_00_256,368,318,GO:0042274,ribosomal small subunit biogenesis,biological_process,4.346584293931078e-28,5.189386988524314e-24,27,314,72,"{55813, 10885, 51077, 134430, 84128, 10528, 84135, 57647, 92856, 55226, 65083, 9277, 91582, 128061, 9790, 5822, 56902, 27340, 27341, 26574, 6228, 6230, 10199, 57050, 55781, 23160, 25983}"
192,Cells_Texture_Contrast_Phalloidin_20_00_256,368,318,GO:0000462,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",biological_process,1.9962968451093524e-11,1.191689401688028e-07,10,314,27,"{55813, 10885, 51077, 134430, 84128, 10528, 84135, 57647, 92856, 55226, 65083, 9277, 91582, 128061, 9790, 5822, 56902, 27340, 27341, 26574, 6228, 6230, 10199, 57050, 55781, 23160, 25983}"
193,Cells_Texture_Contrast_Phalloidin_20_00_256,368,318,GO:0006364,rRNA processing,biological_process,4.889916703018172e-10,1.9460238505777984e-06,16,314,115,"{55813, 10885, 51077, 134430, 84128, 10528, 84135, 57647, 92856, 55226, 65083, 9277, 91582, 128061, 9790, 5822, 56902, 27340, 27341, 26574, 6228, 6230, 10199, 57050, 55781, 23160, 25983}"
194,Cells_Texture_Contrast_Phalloidin_20_00_256,368,318,GO:0032040,small-subunit processome,cellular_component,6.832896194255894e-28,1.1882406481811e-24,27,314,74,"{55813, 10885, 51077, 134430, 84128, 10528, 84135, 57647, 92856, 55226, 65083, 9277, 91582, 128061, 9790, 5822, 56902, 27340, 27341, 26574, 6228, 6230, 10199, 57050, 55781, 23160, 25983}"
195,Cells_Texture_Contrast_Phalloidin_20_00_256,368,318,GO:0005730,nucleolus,cellular_component,8.404802970190704e-13,7.307976182580818e-10,50,314,1357,"{55813, 10885, 51077, 134430, 84128, 10528, 84135, 57647, 92856, 55226, 65083, 9277, 91582, 128061, 9790, 5822, 56902, 27340, 27341, 26574, 6228, 6230, 10199, 57050, 55781, 23160, 25983}"
196,Cells_Texture_Contrast_Phalloidin_20_00_256,368,318,GO:0005654,nucleoplasm,cellular_component,2.447270230119911e-10,1.4186009767261752e-07,121,314,3887,"{55813, 10885, 51077, 134430, 84128, 10528, 84135, 57647, 92856, 55226, 65083, 9277, 91582, 128061, 9790, 5822, 56902, 27340, 27341, 26574, 6228, 6230, 10199, 57050, 55781, 23160, 25983}"
197,Cells_Texture_Contrast_Phalloidin_20_00_256,368,318,GO:0003723,RNA binding,molecular_function,2.1978127010925973e-21,9.602243691073558e-18,81,314,1389,"{55813, 10885, 51077, 134430, 84128, 10528, 84135, 57647, 92856, 55226, 65083, 9277, 91582, 128061, 9790, 5822, 56902, 27340, 27341, 26574, 6228, 6230, 10199, 57050, 55781, 23160, 25983}"
198,Cells_Texture_Contrast_Phalloidin_20_02_256,336,297,GO:0042274,ribosomal small subunit biogenesis,biological_process,5.936707444269377e-29,7.08783501771321e-25,27,292,72,"{55813, 10885, 8602, 134430, 84128, 10528, 84135, 88745, 57647, 92856, 55226, 65083, 128061, 5822, 9790, 9277, 91582, 56902, 27340, 84946, 6228, 6229, 6230, 57050, 55781, 23160, 25983}"
199,Cells_Texture_Contrast_Phalloidin_20_02_256,336,297,GO:0000462,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",biological_process,5.027361261588828e-15,3.001083305105451e-11,12,292,27,"{55813, 10885, 8602, 134430, 84128, 10528, 84135, 88745, 57647, 92856, 55226, 65083, 128061, 5822, 9790, 9277, 91582, 56902, 27340, 84946, 6228, 6229, 6230, 57050, 55781, 23160, 25983}"
200,Cells_Texture_Contrast_Phalloidin_20_02_256,336,297,GO:0006364,rRNA processing,biological_process,1.0170633090956075e-14,4.047572949097486e-11,20,292,115,"{55813, 10885, 8602, 134430, 84128, 10528, 84135, 88745, 57647, 92856, 55226, 65083, 128061, 5822, 9790, 9277, 91582, 56902, 27340, 84946, 6228, 6229, 6230, 57050, 55781, 23160, 25983}"
201,Cells_Texture_Contrast_Phalloidin_20_02_256,336,297,GO:0032543,mitochondrial translation,biological_process,1.4988663415550442e-09,4.473741312956419e-06,14,292,94,"{55813, 10885, 8602, 134430, 84128, 10528, 84135, 88745, 57647, 92856, 55226, 65083, 128061, 5822, 9790, 9277, 91582, 56902, 27340, 84946, 6228, 6229, 6230, 57050, 55781, 23160, 25983}"
202,Cells_Texture_Contrast_Phalloidin_20_02_256,336,297,GO:0032040,small-subunit processome,cellular_component,3.210140896290344e-27,5.582435018648908e-24,26,292,74,"{55813, 10885, 8602, 134430, 84128, 10528, 84135, 88745, 57647, 92856, 55226, 65083, 128061, 5822, 9790, 9277, 91582, 56902, 27340, 84946, 6228, 6229, 6230, 57050, 55781, 23160, 25983}"
203,Cells_Texture_Contrast_Phalloidin_20_02_256,336,297,GO:0005730,nucleolus,cellular_component,4.7184205179060894e-14,4.102666640319345e-11,50,292,1357,"{55813, 10885, 8602, 134430, 84128, 10528, 84135, 88745, 57647, 92856, 55226, 65083, 128061, 5822, 9790, 9277, 91582, 56902, 27340, 84946, 6228, 6229, 6230, 57050, 55781, 23160, 25983}"
204,Cells_Texture_Contrast_Phalloidin_20_02_256,336,297,GO:0005654,nucleoplasm,cellular_component,1.0938174652420545e-11,6.3404952401864424e-09,118,292,3887,"{55813, 10885, 8602, 134430, 84128, 10528, 84135, 88745, 57647, 92856, 55226, 65083, 128061, 5822, 9790, 9277, 91582, 56902, 27340, 84946, 6228, 6229, 6230, 57050, 55781, 23160, 25983}"
205,Cells_Texture_Contrast_Phalloidin_20_02_256,336,297,GO:0005743,mitochondrial inner membrane,cellular_component,2.5472840919102856e-11,1.1074317589579967e-08,31,292,454,"{55813, 10885, 8602, 134430, 84128, 10528, 84135, 88745, 57647, 92856, 55226, 65083, 128061, 5822, 9790, 9277, 91582, 56902, 27340, 84946, 6228, 6229, 6230, 57050, 55781, 23160, 25983}"
206,Cells_Texture_Contrast_Phalloidin_20_02_256,336,297,GO:0005739,mitochondrion,cellular_component,1.5099156240151752e-09,5.251486540324779e-07,54,292,1367,"{55813, 10885, 8602, 134430, 84128, 10528, 84135, 88745, 57647, 92856, 55226, 65083, 128061, 5822, 9790, 9277, 91582, 56902, 27340, 84946, 6228, 6229, 6230, 57050, 55781, 23160, 25983}"
207,Cells_Texture_Contrast_Phalloidin_20_02_256,336,297,GO:0003723,RNA binding,molecular_function,4.0347320009818435e-29,1.7627744112289675e-25,89,292,1389,"{55813, 10885, 8602, 134430, 84128, 10528, 84135, 88745, 57647, 92856, 55226, 65083, 128061, 5822, 9790, 9277, 91582, 56902, 27340, 84946, 6228, 6229, 6230, 57050, 55781, 23160, 25983}"
208,Cells_Texture_Contrast_Phalloidin_20_02_256,336,297,GO:0003735,structural constituent of ribosome,molecular_function,7.30817355421402e-10,1.5964705129180525e-06,18,292,178,"{55813, 10885, 8602, 134430, 84128, 10528, 84135, 88745, 57647, 92856, 55226, 65083, 128061, 5822, 9790, 9277, 91582, 56902, 27340, 84946, 6228, 6229, 6230, 57050, 55781, 23160, 25983}"
209,Cells_Texture_Contrast_WGA_10_03_256,150,138,GO:0000301,"retrograde transport, vesicle recycling within Golgi",biological_process,2.781079231080547e-11,3.3203304939870655e-07,6,135,9,"{9382, 57511, 22796, 91949, 25839, 84342}"
210,Cells_Texture_Contrast_WGA_10_03_256,150,138,GO:0070085,glycosylation,biological_process,6.904269650532314e-11,4.121503767885265e-07,6,135,11,"{9382, 57511, 22796, 91949, 25839, 84342}"
211,Cells_Texture_Contrast_WGA_10_03_256,150,138,GO:0017119,Golgi transport complex,cellular_component,2.781079231080547e-11,4.8362967828490715e-08,6,135,9,"{9382, 57511, 22796, 91949, 25839, 84342}"
212,Cells_Texture_Correlation_ConA_20_03_256,39,37,GO:0005654,nucleoplasm,cellular_component,1.3051681529041128e-11,2.269687417900252e-08,28,37,3887,"{51077, 8208, 8089, 3611, 27292, 339487, 57508, 91687, 84135, 23211, 5426, 10556, 11198, 5695, 4931, 9416, 79050, 84172, 27341, 4176, 55505, 6229, 51163, 6634, 54512, 7153, 7922, 6908}"
213,Cells_Texture_Correlation_ConA_20_03_256,39,37,GO:0003723,RNA binding,molecular_function,9.317249088420467e-10,4.0707061267309024e-06,17,37,1389,"{51077, 8208, 8089, 3611, 27292, 339487, 57508, 91687, 84135, 23211, 5426, 10556, 11198, 5695, 4931, 9416, 79050, 84172, 27341, 4176, 55505, 6229, 51163, 6634, 54512, 7153, 7922, 6908}"
214,Cells_Texture_Correlation_ConA_5_02_256,72,65,GO:0005654,nucleoplasm,cellular_component,3.2211598196470605e-10,5.601596926366238e-07,38,64,3887,"{10112, 153222, 6923, 51085, 64785, 7317, 23067, 5916, 2972, 23326, 22826, 23082, 54700, 10413, 57521, 8882, 55735, 7867, 10171, 4796, 51659, 84172, 4176, 3921, 83540, 54998, 6235, 84060, 5983, 4066, 57187, 6118, 8295, 5111, 55159, 1786, 10109, 55294}"
215,Cells_Texture_Correlation_DAPI_Painting_10_00_256,236,207,GO:0042274,ribosomal small subunit biogenesis,biological_process,9.655447936947167e-11,1.1527639291921224e-06,12,204,72,"{84128, 10885, 51077, 55781, 88745, 6218, 2091, 10199, 51096, 27292, 5822, 11103}"
216,Cells_Texture_Correlation_DAPI_Painting_10_00_256,236,207,GO:0032040,small-subunit processome,cellular_component,1.1457185949821717e-10,1.9924046366739967e-07,12,204,74,"{84128, 10885, 51077, 55781, 88745, 6218, 2091, 10199, 51096, 27292, 5822, 11103}"
217,Cells_Texture_Correlation_DAPI_Painting_10_00_256,236,207,GO:0005654,nucleoplasm,cellular_component,6.673360975491331e-10,5.802487368189712e-07,86,204,3887,"{84128, 10885, 51077, 55781, 88745, 6218, 2091, 10199, 51096, 27292, 5822, 11103}"
218,Cells_Texture_Correlation_DAPI_Painting_10_00_256,236,207,GO:0005730,nucleolus,cellular_component,4.506484735659322e-09,2.6122589851038536e-06,33,204,1357,"{84128, 10885, 51077, 55781, 88745, 6218, 2091, 10199, 51096, 27292, 5822, 11103}"
219,Cells_Texture_Correlation_DAPI_Painting_10_00_256,236,207,GO:0003723,RNA binding,molecular_function,1.277853561275024e-11,5.58294220921058e-08,48,204,1389,"{84128, 10885, 51077, 55781, 88745, 6218, 2091, 10199, 51096, 27292, 5822, 11103}"
220,Cells_Texture_Correlation_DAPI_Painting_10_02_256,92,86,GO:0042274,ribosomal small subunit biogenesis,biological_process,3.974143840517444e-12,4.744730331193777e-08,10,85,72,"{84128, 55813, 10885, 55272, 6228, 83732, 11103, 65083, 27292, 102724159}"
221,Cells_Texture_Correlation_DAPI_Painting_10_02_256,92,86,GO:0005654,nucleoplasm,cellular_component,1.6205586285297817e-16,2.8181514550132905e-13,55,85,3887,"{84128, 55813, 10885, 55272, 6228, 83732, 11103, 65083, 27292, 102724159}"
222,Cells_Texture_Correlation_DAPI_Painting_10_02_256,92,86,GO:0032040,small-subunit processome,cellular_component,1.5150950367633338e-10,1.3173751344657188e-07,9,85,74,"{84128, 55813, 10885, 55272, 6228, 83732, 11103, 65083, 27292, 102724159}"
223,Cells_Texture_Correlation_DAPI_Painting_10_03_256,198,164,GO:0005654,nucleoplasm,cellular_component,1.6953065330407879e-12,2.94813806095793e-09,77,160,3887,"{6667, 115727, 8208, 23067, 9759, 51750, 8233, 23594, 51755, 6209, 6223, 4176, 6232, 79961, 56924, 5725, 261734, 8295, 1642, 4204, 9837, 3183, 84128, 57508, 4778, 6830, 688, 10420, 9401, 5822, 4801, 8405, 9442, 9968, 7922, 9978, 8452, 9477, 5893, 10002, 9493, 84246, 6426, 5916, 134430, 84256, 80169, 11051, 5425, 5426, 10556, 84285, 84296, 25930, 80204, 11103, 10081, 5985, 10614, 892, 4998, 29072, 80789, 55193, 11169, 8621, 5557, 5558, 6598, 84946, 10199, 26589, 6117, 5111, 84984, 54780, 55294}"
224,Cells_Texture_Correlation_DAPI_Painting_20_00_256,151,124,GO:0005654,nucleoplasm,cellular_component,2.4012418670987808e-09,4.175759606884779e-06,57,120,3887,"{1793, 51585, 11011, 6789, 10885, 51078, 10248, 170506, 58509, 115727, 51728, 57492, 9620, 9879, 6936, 8089, 6426, 118813, 6432, 8609, 57508, 51499, 6191, 5424, 5425, 196528, 4659, 84276, 5557, 7159, 2104, 4796, 11198, 1736, 84296, 79050, 587, 5451, 3662, 4176, 56915, 23636, 8405, 55127, 51163, 83931, 116447, 5983, 7520, 4839, 23404, 9837, 8175, 9968, 10992, 1399, 9978}"
225,Cells_Texture_Correlation_DAPI_Painting_5_00_256,236,197,GO:0042274,ribosomal small subunit biogenesis,biological_process,5.0460346857696494e-15,6.024460811340385e-11,15,192,72,"{84128, 10885, 51077, 55272, 6217, 6218, 2091, 88745, 5822, 6223, 10199, 51096, 65083, 27292, 9790}"
